-0.3412615944	-0.0914407686	0
-0.3409233958	-0.0926268366	0.0020105172
-0.3405472493	-0.0938023404	0.004020422
-0.3401332731	-0.0949669162	0.0060291022
-0.3396815981	-0.0961202036	0.0080359458
-0.3391923681	-0.0972618464	0.0100403416
-0.3388369489	-0.0978002599	0.012041679
-0.3382750408	-0.0989185444	0.0140393484
-0.3376760618	-0.1000242064	0.0160327412
-0.3372161736	-0.1005285075	0.0180212504
-0.3365455288	-0.1016090858	0.0200042701
-0.3360170969	-0.1020897997	0.0219811963
-0.3354550721	-0.1025589078	0.0239514268
-0.3348596277	-0.1030162727	0.0259143615
-0.3340498636	-0.1040449463	0.0278694024
-0.3333873857	-0.1044772737	0.029815954
-0.3326920912	-0.1048974134	0.0317534234
-0.3319641946	-0.1053052455	0.0336812204
-0.3312039203	-0.1057006541	0.0355987578
-0.3304115027	-0.106083528	0.0375054514
-0.3295871863	-0.1064537606	0.0394007205
-0.3287312251	-0.1068112498	0.0412839878
-0.3280304057	-0.1065835398	0.0431546796
-0.3271125362	-0.1069168573	0.045012226
-0.326163819	-0.1072372073	0.0468560613
-0.3251845465	-0.1075445064	0.0486856238
-0.32436274	-0.1072727199	0.0505003561
-0.3233237618	-0.1075555002	0.0522997056
-0.3222551365	-0.1078250604	0.054083124
-0.3213453409	-0.107520647	0.0558500683
-0.3202188415	-0.1077655463	0.0576
-0.319251688	-0.1074400632	0.0593323862
-0.3180686085	-0.1076602843	0.0610466992
-0.3170453455	-0.1073139289	0.0627424168
-0.3158070479	-0.1075094886	0.0644190225
-0.3147289916	-0.1071424883	0.0660760055
-0.3134369041	-0.1073134383	0.0677128611
-0.3123054362	-0.1069260502	0.0693290907
-0.3109610512	-0.1070724766	0.070924202
-0.3097776174	-0.1066649877	0.072497709
-0.3085683985	-0.1062486202	0.0740491326
-0.307148598	-0.1063597382	0.0755780001
-0.3058896806	-0.105923799	0.0770838459
-0.3046061211	-0.1054793266	0.0785662111
-0.3031145429	-0.1055556518	0.0800246443
-0.3017836863	-0.1050921985	0.0814587012
-0.3004293968	-0.104620585	0.082867945
-0.299052087	-0.104140955	0.0842519464
-0.2976521763	-0.1036534545	0.0856102839
-0.2962300912	-0.1031582321	0.0869425436
-0.2947862649	-0.1026554385	0.0882483198
-0.2933211371	-0.1021452271	0.0895272148
-0.2918351542	-0.1016277531	0.0907788388
-0.2903287687	-0.1011031742	0.0920028108
-0.2888024397	-0.1005716501	0.0931987578
-0.287256632	-0.1000333429	0.0943663155
-0.2856918164	-0.0994884165	0.0955051284
-0.2841084696	-0.0989370368	0.0966148494
-0.282507074	-0.0983793719	0.0976951407
-0.2810584098	-0.0973252005	0.098745673
-0.2794213933	-0.0967583327	0.0997661265
-0.2777677972	-0.0961857237	0.1007561903
-0.2762645712	-0.0951255205	0.1017155627
-0.274578316	-0.0945448962	0.1026439516
-0.2728769976	-0.0939590853	0.1035410741
-0.2713236798	-0.0928948588	0.1044066571
-0.2695927575	-0.0923022317	0.1052404367
-0.2680079793	-0.0912373583	0.1060421591
-0.2662495343	-0.0906387348	0.10681158
-0.2646353847	-0.0895741358	0.1075484651
-0.2630064167	-0.0885114381	0.1082525899
-0.2612101405	-0.0879069244	0.1089237399
-0.2595550064	-0.0868458903	0.1095617107
