0.2331785893	0.2654216184	0
0.2331670092	0.265408437	0.0020105172
0.2326687616	0.2657753853	0.004020422
0.232610994	0.2657093979	0.0060291022
0.2325301439	0.2656170436	0.0080359458
0.232426236	0.2654983506	0.0100403416
0.2322993021	0.2653533551	0.012041679
0.2321493806	0.2651821012	0.0140393484
0.2319765173	0.2649846411	0.0160327412
0.2317807649	0.2647610349	0.0180212504
0.231562183	0.2645113507	0.0200042701
0.2317816638	0.2638315314	0.0219811963
0.2315171035	0.2635303887	0.0239514268
0.2312298891	0.2632034595	0.0259143615
0.2309201082	0.2628508433	0.0278694024
0.2305878552	0.2624726476	0.029815954
0.2306902769	0.2616667558	0.0317534234
0.2303126417	0.2612384127	0.0336812204
0.2299128144	0.2607848977	0.0355987578
0.2299448873	0.2599054153	0.0375054514
0.2295001698	0.2594027536	0.0394007205
0.2290336026	0.2588753953	0.0412839878
0.228995839	0.2579242209	0.0431546796
0.2284850003	0.2573488494	0.045012226
0.2284004805	0.2563510796	0.0468560613
0.227845825	0.2557285479	0.0486856238
0.2277148691	0.2546852213	0.0505003561
0.2271169078	0.2540164379	0.0522997056
0.2269398956	0.2529286469	0.054083124
0.2262991955	0.2522145749	0.0558500683
0.2260765661	0.2510834636	0.0576
0.2258303057	0.2499313515	0.0593323862
0.2255605098	0.2487585836	0.0610466992
0.2248348559	0.2479582989	0.0627424168
0.224520426	0.2467447264	0.0644190225
0.2241828303	0.2455115263	0.0660760055
0.2238221965	0.2442590658	0.0677128611
0.2238624132	0.2425973735	0.0693290907
0.2234538672	0.2413082258	0.070924202
0.2230226823	0.2400009896	0.072497709
0.2225690189	0.2386760517	0.0740491326
0.2225069326	0.2369458169	0.0755780001
0.2220064537	0.235587526	0.0770838459
0.2218924373	0.2338258404	0.0785662111
0.2217511077	0.2320492791	0.0800246443
0.2215825876	0.2302583774	0.0814587012
0.2213870109	0.228453673	0.082867945
0.2211645222	0.2266357063	0.0842519464
0.2209152775	0.2248050196	0.0856102839
0.2210282498	0.2225767296	0.0869425436
0.2207227684	0.2207227684	0.0882483198
0.2207726882	0.2184727833	0.0895272148
0.2204116508	0.216597926	0.0907788388
0.2203991762	0.2143288336	0.0920028108
0.220353797	0.212051197	0.0931987578
0.2202757041	0.2097657181	0.0943663155
0.2201651032	0.2074730977	0.0955051284
0.2200222152	0.2051740349	0.0966148494
0.2202010139	0.2024852121	0.0976951407
0.2199902415	0.2001757179	0.098745673
0.2200929242	0.1974780867	0.0997661265
0.2198152997	0.1951611555	0.1007561903
0.2198429387	0.1924579442	0.1017155627
0.2194996249	0.1901365395	0.1026439516
0.2194534325	0.187430938	0.1035410741
0.2193684611	0.1847253969	0.1044066571
0.2192450668	0.1820207614	0.1052404367
0.2190836243	0.1793178688	0.1060421591
0.2185759384	0.1769993049	0.10681158
0.2183443061	0.1743019696	0.1075484651
0.2180758541	0.1716087753	0.1082525899
